Column1;#N/A Requesting Data...;#N/A Requesting Data..._1;#N/A Requesting Data..._2;#N/A Requesting Data..._3;#N/A Requesting Data..._4;#N/A Requesting Data..._5;#N/A Requesting Data..._6;#N/A Requesting Data..._7;#N/A Requesting Data..._8;#N/A Requesting Data..._9;#N/A Requesting Data..._10;#N/A Requesting Data..._11;#N/A Requesting Data..._12;#N/A Requesting Data..._13;#N/A Requesting Data..._14;Colonne1
;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;Datetime of data import
UAA UN Equity;8197738460;8477,57846;#N/A N/A;4474,667;#N/A N/A;2160,095;-613,438;-301,054;488,17;18,59097699;11,25960057;1,559755501;5558,027;1,525285584;23,16130245;
UAL UW Equity;13876429603;34836,4296;#N/A N/A;24634;#N/A N/A;#N/A N/A;-1022;1691;20960;#N/A N/A;20,60108197;0,561831002;24634;1,414160494;#N/A N/A;
UDR UN Equity;17574153782;24553,14778;#N/A N/A;1241,165;#N/A N/A;#N/A N/A;249,103;880,553;5170,731;105,7031383;29,064994;13,53006382;1244,943;19,72230679;917,425272;
UHS UN Equity;10453822605;14428,62661;1026,965794;11558,897;#N/A N/A;#N/A N/A;1358,354;1942,688;2969,86;9,85963316;6,840665872;0,87697364;12453,801;1,158572118;10,537703;
ULTA UW Equity;19685671727;20920,90473;180,1988216;6151,953;#N/A N/A;1949,159;236,82;838,508;850,75;16,62956288;11,54633303;2,48271113;8100,202;2,582763334;22,68949495;
UNH UN Equity;4,45091E+11;468620,6452;18604,36889;287597;#N/A N/A;69652;23970;27073;22096;19,44799531;17,30952038;1,555731602;287597;1,629435096;26,13772164;
UNP UN Equity;1,57215E+11;187367,2524;7413,199457;21804;#N/A N/A;#N/A N/A;9338;11546;30152;19,92932707;16,22789299;7,325835662;21804;8,59325135;24,8994277;
UPS UN Equity;1,75749E+11;190801,2342;13429,05755;97287;#N/A N/A;16823;12810;11093;21438;14,89470993;12,96380175;1,817206187;97287;1,961220247;16,66373349;
URI UN Equity;23183699268;33600,69927;1704,344529;9716;#N/A N/A;3853;2277;4510;10417;14,58284567;7,450265913;2,386082503;9716;3,458285227;21,31054495;
USB UN Equity;86353960000;#N/A N/A;#N/A N/A;23714;22721;#N/A N/A;#N/A N/A;#N/A N/A;15016;#N/A N/A;#N/A N/A;3,653900707;23714;#N/A N/A;11,40980365;
V UN Equity;4,89807E+11;496425,2863;12704,17332;24105;#N/A N/A;#N/A N/A;15804;16719;-852;29,66212275;28,30085436;17,21712297;25477;19,4852332;40,58768393;
VFC UN Equity;25360277705;30372,75571;513,3404713;9238,83;#N/A N/A;4868,05;607,631;1331,036;5947,133;19,07748935;13,29904984;2,198313986;11599,848;2,618375319;22,37151784;
VIAC UW Equity;21783407677;36706,40768;3277,726724;25285;#N/A N/A;10293;4139;4924;18638;7,78337737;6,728947328;0,769839924;27460;1,336722785;7,818076693;
VLO UN Equity;33921090977;43669,09098;1433,346727;113977;#N/A N/A;11263;2130;4535;9748;19,96018437;9,629347514;0,296506157;113977;0,383139502;30,68823506;
VMC UN Equity;25255093879;29699,79788;691,9605259;4856,826;#N/A N/A;1281,481;895,731;1348,344;2527,158;29,82374536;20,0624696;4,933167287;5121,017;5,799589784;42,16110446;
VNO UN Equity;7860837154;16895,23015;#N/A N/A;1527,951;#N/A N/A;#N/A N/A;-22,789;406,778;6175,522;#N/A N/A;49,88493745;5,083311066;1544,561;10,93853215;#N/A N/A;
VRSK UW Equity;31608580479;34735,88048;822,4438886;2784,6;#N/A N/A;1790,7;1038,1;1448,1;3305,4;32,85027471;23,32989487;10,79606199;2945,9;11,7912626;45,83517679;
VRSN UW Equity;24124014730;24713,50673;#N/A N/A;1265,052;#N/A N/A;1084,875;824,201;870,553;634,452;29,10213829;27,56059932;18,72640845;1307,552;18,90059189;40,40049145;
VRTX UW Equity;61856225000;54888,025;2394,853864;7574,4;#N/A N/A;6670,2;2782,1;2984,912;-6968,2;19,69213267;#N/A N/A;8,264905574;7574,439;7,246517876;21,29589278;
VTR UN Equity;21164305794;33669,69479;#N/A N/A;3795,357;#N/A N/A;#N/A N/A;561,628;1703,491;11692,002;71,02037566;20,85462934;5,358026216;3726,728;9,034653131;258,9170628;
VTRS UW Equity;18104619438;41034,11944;#N/A N/A;11946;#N/A N/A;3796,7;-210,8;2086;25277,5;#N/A N/A;10,59683378;0,969090823;17168,2;2,390123568;24,16523446;
VZ UN Equity;2,2346E+11;399878,54;24744,25663;133613;#N/A N/A;77312;32448;48654;175009;12,04347056;8,218821474;1,652457528;133613;2,992811628;9,830119639;
WAB UN Equity;16608388056;20589,08806;561,576005;7556,1;#N/A N/A;2137,1;744,5;1274,7;3935,5;26,6353015;15,60488711;2,155686893;7773,1;2,648761505;30,05238429;
WAT UN Equity;19538930432;20483,51543;563,4647673;2785,874;#N/A N/A;1629,341;821,707;953,387;944,585;24,82755793;21,48499553;7,06909356;2785,874;7,352635271;28,78095457;
WBA UW Equity;42956416064;85139,41606;3144,426065;132509;#N/A N/A;28067;3481;8589;33209;16,98729987;9,483116069;0,318882504;134972;0,630793172;9,137229275;
WDC UW Equity;16123369933;20900,36993;1109,722762;16922;#N/A N/A;4521;1220;2482;5592;8,337855882;5,922462435;0,843638343;18941;1,10344596;8,606784202;
WEC UN Equity;30609766888;45465,56689;1616,080186;7241,7;#N/A N/A;4922,2;1706,1;2687,4;14301,8;25,85327356;16,1672594;3,803220415;8047,5;5,649651058;22,81173453;
WELL UN Equity;37707832361;52926,71336;#N/A N/A;4605,967;#N/A N/A;#N/A N/A;529,885;1590,496;12671,94;84,57610782;32,57942743;7,990881114;4554,867;11,61981532;265,0824263;
WFC UN Equity;2,09056E+11;#N/A N/A;#N/A N/A;82407;78492;#N/A N/A;#N/A N/A;#N/A N/A;-105355;#N/A N/A;#N/A N/A;2,664481516;81938;#N/A N/A;10,68648538;
WHR UN Equity;12401210000;15555,21;1919,127787;21985;#N/A N/A;4409;2348;2842;2987;6,516308355;5,47333216;0,592892678;21985;0,707537412;7,782236103;
WM UN Equity;62931512747;75864,51275;1831,868991;15218;#N/A N/A;5877;2434;4245;13773;26,15115917;15,71995705;3,662359065;17320;4,380168172;31,85939563;
WMB UN Equity;36377992182;61281,99218;1048,747292;7719;#N/A N/A;6174;2202;3959;22391;27,70433643;15,18384345;3,844078757;9462;6,47664259;20,04359551;
WMT UN Equity;3,87816E+11;437784,9472;14827,01303;559151;#N/A N/A;138836;22548;36326;45505;17,13980688;12,05587385;0,686023995;571962;0,765409148;22,15689343;
WRB UN Equity;14937994500;16358,7285;1140,77217;9455,466;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;566,659;11,43898234;#N/A N/A;1,652702037;9455,468;1,730081314;16,95847281;
WRK UN Equity;12144155236;20793,25524;1163,305295;18746,1;#N/A N/A;3430,3;1281,2;2943,3;8627,7;16,01437883;7,064606134;0,654651113;18746,1;1,109204327;13,90180132;
WST UN Equity;29129625532;28757,22553;352,9185647;2146,9;#N/A N/A;767,8;406,9;528,8;-289,8;41,86758766;35,3369692;10,85370305;2681;10,72630568;48,28252747;
WTW UW Equity;29152842454;32617,84245;1182,008969;9352;#N/A N/A;#N/A N/A;1183;2113;4638;13,42298043;9,964717654;3,158898042;9613;3,393097103;23,20372532;
WY UN Equity;30213379430;33433,37943;2853,0769;10201;#N/A N/A;4098;3643;4120;3220;9,16506788;8,11489792;2,970663227;10201;3,277460977;12,1351174;
WYNN UW Equity;9882967213;18728,80021;#N/A N/A;2095,861;#N/A N/A;352,642;-1232,045;-476,969;9734,368;#N/A N/A;71,48015073;2,82213619;3396,535;5,514090158;#N/A N/A;
XEL UW Equity;37524140206;61645,14021;#N/A N/A;13431;#N/A N/A;7579;2203;4324;22079;27,98236051;13,409863;2,796740547;13431;4,589765483;23,53378502;
XLNX UW Equity;48074337648;45915,43965;694,077432;3147,599;#N/A N/A;2152,995;753,139;951,519;-1534,892;47,1938022;39,00152271;12,99889529;3676,422;12,48916464;49,27457868;
XOM UN Equity;3,21582E+11;380335,7371;#N/A N/A;285640;#N/A N/A;-17995;-30653;16909;68442;#N/A N/A;11,49814793;1,157386514;280352;1,356636432;14,27582317;
XRAY UW Equity;11677987329;13614,98733;#N/A N/A;3342;#N/A N/A;1657;-12;379;2017;22,57875179;14,30746882;2,75088483;4245;3,207299724;23,20112981;
XYL UN Equity;18937760065;20216,76007;322,6245614;4876;#N/A N/A;1830;367;695;1488;32,39865395;23,18435787;3,60808585;5245;3,854482377;39,90959979;
YUM UN Equity;36691470503;46943,4705;1385,247059;5652;#N/A N/A;4146;1503;1726;10915;22,15359627;20,57119654;5,819176831;6437;7,29275602;26,86024948;
ZBH UN Equity;25699863144;32289,66314;#N/A N/A;7024,5;#N/A N/A;4896,2;-87,8;1028,6;7617,2;34,288694;16,0853159;3,247562667;7883,6;4,095801809;24,94466867;
ZBRA UW Equity;27208131898;28012,1319;572,4;4448;#N/A N/A;2003;651;832;1236;28,38108602;24,02412684;4,974582343;5468;5,122920976;31,71158571;
ZION UW Equity;10283207500;#N/A N/A;#N/A N/A;2970;2911;#N/A N/A;#N/A N/A;#N/A N/A;-11056;#N/A N/A;#N/A N/A;3,649421096;2970;#N/A N/A;9,923564221;
ZTS UN Equity;94525807977;98005,80798;1827,336673;6675;#N/A N/A;4618;2244;2731;3798;36,59664226;31,43226683;12,459379;7616;12,86840966;43,4143166;
