Ticker;Nom;SUB_IND_GICS;IND_GICS;REGION_NAME;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;NUM_OF_EMPLOYEES;SUSTAIN_GROWTH_RT;PROF_MARGIN;;Datetime of data import
ABUS UW Equity;Arbutus Biopharma Corp;Biotechnology;Health Care;United States;428831408,4;240,4404084;#N/A N/A;10,988;#N/A N/A;#N/A N/A;-73,522;-71,769;-188,391;#N/A N/A;#N/A N/A;27,82870981;10,988;21,88209031;#N/A N/A;87;#N/A N/A;-693,9115399;;
INVA UW Equity;Innoviva Inc;Pharmaceuticals;Health Care;United States;1305744454;1610,064454;281,6503187;391,866;#N/A N/A;#N/A N/A;375,103;334,828;193,128;4,292326251;#N/A N/A;3,79792277;391,866;4,108711789;8,806302844;5;55,69635104;67,84308922;;
ICAD UR Equity;iCAD Inc;Health Care Technology;Health Care;United States;98046994,5;64,9199945;#N/A N/A;33,638;#N/A N/A;24,243;-10,732;-10,175;-33,127;#N/A N/A;#N/A N/A;2,870122282;33,639;1,929960001;#N/A N/A;114;#N/A N/A;-33,42945478;;
XPEL UR Equity;XPEL Inc;Auto Parts & Equipment;Consumer Discretionary;United States;1539402283;1543,017087;31,80911543;259,263077;#N/A N/A;92,676987;40,115619;44,503287;3,614804;38,46424722;34,67198022;5,937607085;259,263077;5,951549695;49,05691923;709;45,80053492;12,17561034;;
CVET UW Equity;Covetrus Inc;Health Care Distributors;Health Care;United States;2246093734;3284,093734;#N/A N/A;4575;#N/A N/A;858;-23;177;1015;#N/A N/A;18,55420189;0,486914408;4575;0,717834696;#N/A N/A;4035;#N/A N/A;-1,180327869;;
STRL UW Equity;Sterling Construction Co Inc;Construction & Engineering;Industrials;United States;862341377,8;1263,451378;76,64142096;1581,766;#N/A N/A;214,757;107,287;149,821;399,65;11,66433827;8,433072652;0,522866296;1581,766;0,79875998;14,80163485;2900;20,01319411;3,960446741;;
BNL UN Equity;Broadstone Net Lease Inc;Diversified REITs;Real Estate;United States;3442153680;5276,21868;165,6234156;382,876;#N/A N/A;364,417;167,747;296,635;1670,219;31,45343094;17,78690539;8,445504646;382,876;13,78048945;38,41257121;76;4,200888484;26,75174208;;
ISO UW Equity;IsoPlexis Corp;N/A;N/A;United States;144042876,9;49,1228769;#N/A N/A;17,258;#N/A N/A;8,766;-76,323;-26,399;-94,92;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,846382947;#N/A N/A;313;#N/A N/A;-472,6445706;;
PTVE UW Equity;Pactiv Evergreen Inc;Paper Packaging;Materials;United States;1674597765;6021,597765;#N/A N/A;5437;#N/A N/A;574;119;540;4343;44,67325779;11,15110697;0,308029823;5437;1,10752212;32,41023525;#N/A N/A;0,902657145;0,423027405;;
PYXS UW Equity;Pyxis Oncology Inc;Biotechnology;Health Care;United States;146454574,9;207,8025749;#N/A N/A;0;#N/A N/A;0;-12,894;-11,928;-7,915;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
VC UW Equity;Visteon Corp;Auto Parts & Equipment;Consumer Discretionary;United States;2877977143;3023,977143;47,17283951;2773;#N/A N/A;254;65;210;46;42,30749898;14,39989116;1,036706788;2773;1,090507444;50,70274222;10000;9,080841639;1,478543094;;
SUMO UW Equity;Sumo Logic Inc;Application Software;Information Technology;United States;1036036898;686,5048983;#N/A N/A;242,125;#N/A N/A;163,817;-121,275;-107,094;-349,532;#N/A N/A;#N/A N/A;4,156722401;242,125;2,835332569;#N/A N/A;#N/A N/A;#N/A N/A;-50,95095509;;
DYN UW Equity;Dyne Therapeutics Inc;Biotechnology;Health Care;United States;453890117,8;109,9551178;#N/A N/A;0;#N/A N/A;0;-150,025;-146,811;-343,935;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;95;#N/A N/A;#N/A N/A;;
IDCC UW Equity;InterDigital Inc;Application Software;Information Technology;United States;1901246677;1411,666677;73,78468483;425,409;#N/A N/A;249,668;71,206;154,587;-497,258;19,47190937;9,131858934;4,478745025;425,409;3,318375204;26,22863954;510;3,70783549;12,9980795;;
LW UN Equity;Lamb Weston Holdings Inc;Packaged Foods & Meats;Consumer Staples;United States;7350206232;9452,606232;406,0687237;3670,9;#N/A N/A;832;474,8;693,4;2103,3;25,26759217;16,81659177;1,904041724;3894,1;2,427417435;31,68080303;7800;-2,790011229;8,657277507;;
ITT UN Equity;ITT Inc;Industrial Machinery;Industrials;United States;6519479000;6168,479;316,3;2765;#N/A N/A;899,5;504,3;643,1;-355,9;12,17854557;9,591788213;2,376542246;2765;2,230914647;17,87748027;9900;11,86804308;11,43942134;;
GBIO UW Equity;Generation Bio Co;Biotechnology;Health Care;United States;257645207;-36,67479296;#N/A N/A;0;#N/A N/A;0;-119,101;-114,569;-294,32;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
EDIT UW Equity;Editas Medicine Inc;Biotechnology;Health Care;United States;966802680,8;373,2646808;#N/A N/A;25,544;#N/A N/A;#N/A N/A;-193,146;-177,193;-593,538;#N/A N/A;#N/A N/A;37,39562331;25,544;14,61261669;#N/A N/A;264;#N/A N/A;-753,6094582;;
RNA UQ Equity;Avidity Biosciences Inc;Biotechnology;Health Care;United States;784131796,3;392,0867963;#N/A N/A;9,326;#N/A N/A;#N/A N/A;-118,051;-116,466;-392,045;#N/A N/A;#N/A N/A;71,18955265;9,326;42,04233287;#N/A N/A;#N/A N/A;#N/A N/A;-1265,376367;;
PCVX UW Equity;Vaxcyte Inc;Biotechnology;Health Care;United States;1359093391;1129,906391;#N/A N/A;0;#N/A N/A;0;-103,67;-97,013;-229,187;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;89;#N/A N/A;#N/A N/A;;
CPT UN Equity;Camden Property Trust;Residential REITs;Real Estate;United States;16987254182;19622,99518;#N/A N/A;1154,117;#N/A N/A;#N/A N/A;226,182;649,774;2566,976;86,54632822;30,19972357;14,52217903;1154,117;17,00260475;129,705214;1700;4,710177331;26,33242557;;
HGEN UR Equity;Humanigen Inc;Biotechnology;Health Care;United States;180308528,5;135,2985285;#N/A N/A;3,595;#N/A N/A;#N/A N/A;-232,772;#N/A N/A;-45,01;#N/A N/A;#N/A N/A;45,48973706;3,595;37,63519569;#N/A N/A;11;#N/A N/A;-6582,726008;;
CNS UN Equity;Cohen & Steers Inc;Asset Management & Custody Banks;Financials;United States;3797130353;3726,425353;#N/A N/A;586,709;586,709;#N/A N/A;282,033;298,82;-159,848;13,17523503;12,47046835;6,425277997;586,709;6,351403086;17,10968912;354;-27,28437073;36,03080914;;
IMGN UW Equity;ImmunoGen Inc;Biotechnology;Health Care;United States;1078396096;618,4270961;#N/A N/A;69,856;#N/A N/A;#N/A N/A;-125,073;-123,056;-459,969;#N/A N/A;#N/A N/A;14,44896821;69,856;8,85288445;#N/A N/A;106;#N/A N/A;-199,4145098;;
IMKTA UW Equity;Ingles Markets Inc;Food Retail;Consumer Staples;United States;1675493907;2159,365071;268,279179;4987,919603;#N/A N/A;1303,433314;350,057605;477,961263;556,724526;5,93200752;4,352259365;0,299985256;5189,006379;0,416142304;6,888942305;10260;24,83650768;5,006725807;;
GWRS UQ Equity;Global Water Resources Inc;Water Utilities;Utilities;United States;361934887,2;462,2058872;7,553191847;41,914;#N/A N/A;31,615;6,979;213,469;100,271;#N/A Field Not Applicable;#N/A Field Not Applicable;#N/A Field Not Applicable;41,914;#N/A Field Not Applicable;#N/A Field Not Applicable;86;-49,10962638;8,610488142;;
AIP UQ Equity;Arteris Inc;Paper Packaging;Materials;Israel;366983079;289,738079;#N/A N/A;37,864;#N/A N/A;34,133;-21,765;-19,177;-83,013;#N/A N/A;#N/A N/A;6,737166836;37,864;7,652072656;#N/A N/A;#N/A N/A;#N/A N/A;-61,75787027;;
NYT UN Equity;New York Times Co/The;Publishing;Communication Services;United States;7390920290;6391,18929;220,5616258;2074,877;#N/A N/A;1035,309;268,034;337,462;-1001,736;23,62976312;18,93898955;3,571829096;2074,877;3,080273814;33,47505761;5000;12,77478982;10,60164048;;
IONS UW Equity;Ionis Pharmaceuticals Inc;Biotechnology;Health Care;United States;4576545882;3715,222882;#N/A N/A;810,456;#N/A N/A;799,614;-30,186;-8,947;-861,323;#N/A N/A;#N/A N/A;5,618880012;810,45;4,58411423;#N/A N/A;660;-3,724045705;-3,528507408;;
KBAL UW Equity;Kimball International Inc;Office Services & Supplies;Industrials;United States;324504875,5;365,2178755;#N/A N/A;569,008;#N/A N/A;182,428;1,521;27,215;34,899;#N/A N/A;259,5720508;0,547586399;592,88;0,616006402;#N/A N/A;2196;#N/A N/A;1,303320867;;
VTRS UW Equity;Viatris Inc;Pharmaceuticals;Health Care;United States;11908278477;34544,07848;#N/A N/A;17886,3;#N/A N/A;5575,5;-34;4570,1;22635,8;#N/A N/A;7,558713918;0,665321724;17886,3;1,931314944;11,25678067;37000;#N/A N/A;-7,095374672;;
KBH UN Equity;KB Home;Homebuilding;Consumer Discretionary;United States;3110538489;4504,801489;564,746;5724,93;#N/A N/A;1250,564;676,188;704,828;1394,263;6,662054767;6,391348654;0,555139632;5724,93;0,78687451;5,70806145;1752;18,27081573;9,864679568;;
MBI UN Equity;MBIA Inc;Property & Casualty Insurance;Financials;United States;771567802,2;3837,567802;#N/A N/A;189;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3053;#N/A N/A;#N/A N/A;3,696126237;189;20,30459155;#N/A N/A;87;#N/A N/A;-235,4497354;;
WTBA UW Equity;West BanCorp Inc;Regional Banks;Financials;United States;474461886,4;#N/A N/A;#N/A N/A;117,009;104,788;#N/A N/A;#N/A N/A;#N/A N/A;12,979;#N/A N/A;#N/A N/A;4,049042111;117,009;#N/A N/A;9,682432381;167;13,66521838;47,34034431;;
TMDX UQ Equity;TransMedics Group Inc;Health Care Equipment;Health Care;United States;492270200,2;443,6192002;#N/A N/A;30,262;#N/A N/A;21,159;-39,428;-36,258;-48,651;#N/A N/A;#N/A N/A;16,07009703;30,262;14,65928227;#N/A N/A;148;#N/A N/A;-146,1073293;;
AMWL UN Equity;American Well Corp;Health Care Technology;Health Care;United States;828125219;119,938219;#N/A N/A;252,789;#N/A N/A;104,315;-179,146;-157,44;-729,804;#N/A N/A;#N/A N/A;3,166249397;252,789;0,474459802;#N/A N/A;#N/A N/A;#N/A N/A;-69,75540866;;
LCUT UW Equity;Lifetime Brands Inc;Housewares & Specialties;Consumer Discretionary;United States;303408260,5;626,5062605;29,26665794;862,924;#N/A N/A;303,319;50,842;91,222;323,098;10,88111394;6,867929452;0,341660362;862,924;0,726027159;9,31149641;1350;#N/A N/A;2,410525145;;
ETWO UN Equity;E2open Parent Holdings Inc;Application Software;Information Technology;United States;2499780926;3651,896926;#N/A N/A;330,012;#N/A N/A;198,839;-31,896;37,761;323,903;#N/A N/A;#N/A N/A;5,081788824;362,398;10,07703389;#N/A N/A;2436;#N/A N/A;-11,25110602;;
MTW UN Equity;Manitowoc Co Inc/The;Construction Machinery & Heavy Trucks;Industrials;United States;548279781,3;921,5797813;49,14619883;1720,2;#N/A N/A;307,2;46,5;106,6;373,3;19,81892003;8,645213708;0,317816428;1720,2;0,535739903;24,26702469;4600;#N/A N/A;0,639460528;;
BDN UN Equity;Brandywine Realty Trust;Office REITs;Real Estate;United States;2282833708;4144,118708;#N/A N/A;486,819;#N/A N/A;#N/A N/A;93,295;268,123;1850,333;43,7082003;15,45603588;4,675471108;486,819;8,512647838;193,0182975;324;-4,264911964;2,524346831;;
ONTF UN Equity;ON24 Inc;Application Software;Information Technology;United States;585279850,8;206,7168508;#N/A N/A;203,613;#N/A N/A;156,248;-23,59;-18,998;-378,563;#N/A N/A;#N/A N/A;2,555903794;203,613;1,015243873;#N/A N/A;#N/A N/A;#N/A N/A;-11,91279535;;
LSCC UW Equity;Lattice Semiconductor Corp;Semiconductors;Information Technology;United States;7115815841;7167,122841;98,61220994;515,327;#N/A N/A;321,675;100,816;133,145;51,307;70,17715674;53,82945541;13,70265319;515,327;13,90791253;75,04537908;856;24,0991885;18,6138122;;
CTVA UN Equity;Corteva Inc;Fertilizers & Agricultural Chemicals;Materials;United States;39319641240;36589,64124;1782,299233;15655;#N/A N/A;6435;2376;3777;-2969;15,31213212;9,687487752;2,546328416;15655;2,33724952;37,56118714;21000;2,331587081;11,23602683;;
SITC UN Equity;SITE Centers Corp;Retail REITs;Real Estate;United States;3375548196;5805,403196;#N/A N/A;532,864;#N/A N/A;#N/A N/A;131,987;317,755;1674,061;43,98465906;18,27006088;6,23580801;532,864;10,89471834;32,11685782;293;4,013551696;23,44594493;;
BFC UR Equity;Bank First Corp;Regional Banks;Financials;United States;543059302;#N/A N/A;#N/A N/A;121,904;113,6;#N/A N/A;#N/A N/A;#N/A N/A;-230,227;#N/A N/A;#N/A N/A;4,457674585;121,904;#N/A N/A;12,01925154;314;12,52278821;40,00352113;;
MKL UN Equity;Markel Corp;Property & Casualty Insurance;Financials;United States;18095788020;20134,13902;2568,465661;12846,425;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;954,113;6,072232656;#N/A N/A;1,424927773;12846,425;1,567295105;22,48855775;20300;18,52741662;18,87687041;;
XPRO UN Equity;Expro Group Holdings NV;Oil & Gas Equipment & Services;Energy;United States;1732539616;1607,451616;#N/A N/A;825,762;#N/A N/A;124,597;-127,568;17,777;-125,088;#N/A N/A;90,4231094;0,239448918;1143,669;1,946628224;#N/A N/A;7200;#N/A N/A;-15,97203553;;
AXNX UW Equity;Axonics Inc;Health Care Equipment;Health Care;United States;2379309822;2168,849822;#N/A N/A;180,29;#N/A N/A;115,718;-71,808;-60,575;-210,46;#N/A N/A;#N/A N/A;12,15821167;180,29;12,02978436;#N/A N/A;513;#N/A N/A;-44,41011703;;
BTU UN Equity;Peabody Energy Corp;Coal & Consumable Fuels;Energy;United States;2620035937;2906,135937;532,2047002;3318,3;#N/A N/A;411,8;432,2;758,8;227,1;6,66542035;3,829910302;0,667813614;3318,3;0,875790597;7,277188745;4900;26,75930742;10,85194226;;
GDYN UR Equity;Grid Dynamics Holdings Inc;IT Consulting & Other Services;Information Technology;United States;634057808,1;489,6938081;#N/A N/A;211,28;#N/A N/A;87,728;0,05;5,099;-144,364;9793,876163;96,03722458;2,65131388;211,28;2,317748051;#N/A N/A;3274;#N/A N/A;-3,644452859;;
MIDD UW Equity;Middleby Corp/The;Industrial Machinery;Industrials;United States;9245375917;11576,26292;#N/A N/A;3250,792;#N/A N/A;1194,86;629,992;786,735;2330,887;18,29557479;14,7143103;2,872903779;3250,792;3,561059249;23,33636309;10624;21,85194339;15,02686115;;
QLYS UW Equity;Qualys Inc;Systems Software;Information Technology;United States;4576589203;4219,823203;70,96;411,172;#N/A N/A;321,733;87,683;140,38;-356,766;46,77028147;30,06000287;11,12919924;411,172;10,2629148;65,49970877;1823;16,8712167;17,25798449;;
INNV UW Equity;Innovage Holding Corp;Health Care Services;Health Care;United States;655899922,9;544,5429229;#N/A N/A;637,8;#N/A N/A;#N/A N/A;-12,337;-0,043;-118,833;#N/A N/A;#N/A N/A;0,944246961;676,344;0,805127159;43,76367753;#N/A N/A;#N/A N/A;-6,896519285;;
MGEE UW Equity;MGE Energy Inc;Electric Utilities;Utilities;United States;2725633197;3358,243197;128,969974;606,79;#N/A N/A;413,072;117,5;194,989;632,61;28,5281065;17,22273152;4,491842992;606,79;5,534440576;26,01282547;706;-0,771220086;17,42958849;;
PLAY UW Equity;Dave & Buster's Entertainment Inc;Restaurants;Consumer Discretionary;United States;1878805416;3659,141416;#N/A N/A;436,512;#N/A N/A;361,607;-252,612;18,835;1898,759;42,25775676;10,22560695;1,729065201;1077,775;3,395088415;71,29102769;8547;11,56103791;-47,41542042;;
SNCY UW Equity;Sun Country Airlines Holdings Inc;Airlines;Industrials;United States;1295764200;1525,7652;98,84299414;623,015;#N/A N/A;#N/A N/A;107,04;162,059;230,001;14,2541592;9,414874831;1,988578416;623,015;2,449002352;73,49513662;2181;#N/A N/A;12,43469258;;
DNMR UN Equity;Danimer Scientific Inc;Specialty Chemicals;Materials;United States;355648259;356,482259;#N/A N/A;58,749;#N/A N/A;0,884;-99,472;-87,318;0,834;#N/A N/A;#N/A N/A;5,590807275;58,749;6,067886414;#N/A N/A;#N/A N/A;#N/A N/A;-102,3115287;;
PCT UR Equity;PureCycle Technologies Inc;Commodity Chemicals;Materials;United States;1115660432;954,0834319;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-17,970373;-17,069936;19,75489;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
ASH UN Equity;Ashland Global Holdings Inc;Specialty Chemicals;Materials;United States;5104354187;7005,354187;#N/A N/A;2111;#N/A N/A;670;181;453;1893;28,5932824;13,42021875;2,304141357;2338;2,996302047;31,37843548;4100;3,354715378;10,42160114;;
DM UN Equity;Desktop Metal Inc;Industrial Machinery;Industrials;United States;1154010985;904,4019848;#N/A N/A;112,408;#N/A N/A;18,293;-201,455;-176,601;-249,609;#N/A N/A;#N/A N/A;8,916825108;112,408;8,045708355;#N/A N/A;202;#N/A N/A;-213,8050673;;
ETNB UQ Equity;89bio Inc;Biotechnology;Health Care;United States;70176453,52;-85,71554648;#N/A N/A;0;#N/A N/A;0;-49,355;-49,295;-204,629;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
UIS UN Equity;Unisys Corp;IT Consulting & Other Services;Information Technology;United States;1483141141;1590,441141;#N/A N/A;2054,4;#N/A N/A;572;154;362,7;58;9,970136382;4,385004524;0,713378816;2054,4;0,774163328;12,30714956;16300;#N/A N/A;-21,83119159;;
MGRC UW Equity;McGrath RentCorp;Trading Companies & Distributors;Industrials;United States;2104829181;2540,785181;97,40783005;616,833;#N/A N/A;281,021;132,421;244,416;435,956;19,14994938;10,39533083;3,407351426;616,833;4,119081146;30,54817786;1184;7,979180761;14,54283412;;
TEX UN Equity;Terex Corp;Construction Machinery & Heavy Trucks;Industrials;United States;2659752000;3160,252;263,3611448;3886,8;#N/A N/A;757,4;328;409,5;500,5;9,496125004;7,717343101;0,684628506;3886,8;0,813072965;11,23138804;8600;18,61050594;5,683338479;;
MITK UR Equity;Mitek Systems Inc;Application Software;Information Technology;United States;605990935,4;574,6299354;12,62684822;119,797;#N/A N/A;105,257;13,277;24,421;-49,92;34,68102694;20,38489962;4,777946131;126,294;4,54993852;25,22207652;448;5,428607883;6,659599155;;
MTG UN Equity;MGIC Investment Corp;Thrifts & Mortgage Finance;Financials;United States;4434250812;5296,272812;691,4979498;1185,675;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;862,022;6,065798165;#N/A N/A;3,961050613;1185,675;4,466884106;7,316424248;711;11,30833507;53,55455753;;
DDS UN Equity;Dillard's Inc;Department Stores;Consumer Discretionary;United States;5078732691;4970,732691;#N/A N/A;6624,3;#N/A N/A;2876,6;1142,9;1344,3;-108;4,337923893;3,697636459;0,804338354;6624,279;0,750378559;6,262638998;29000;5,169154737;13,02024365;;
RCEL UR Equity;Avita Medical Inc;Biotechnology;Health Care;United States;169719403,1;61,5374031;#N/A N/A;29,232;#N/A N/A;23,283;-26,54;-25,825;-109,166;#N/A N/A;#N/A N/A;5,390889129;29,232;1,863358156;#N/A N/A;108;#N/A N/A;-90,93801314;;
USPH UN Equity;US Physical Therapy Inc;Health Care Facilities;Health Care;United States;1231730425;1583,077425;41,57645615;495,022;#N/A N/A;#N/A N/A;70,649;114,261;194,51;21,58602386;13,85492359;2,478344778;495,022;3,197994078;28,52035711;3000;7,420815118;8,248320277;;
MRTN UW Equity;Marten Transport Ltd;Trucking;Industrials;United States;1614440102;1557,985102;#N/A N/A;973,644;#N/A N/A;183,152;111,689;214,251;-56,455;13,94931553;7,271775172;1,653051202;973,644;1,60015889;22,18348561;4007;11,62909862;8,774048831;;
MDB UQ Equity;MongoDB Inc;Internet Services & Infrastructure;Information Technology;United States;19919691726;19277,08073;#N/A N/A;873,782;#N/A N/A;614,29;-289,364;-275,693;-642,611;#N/A N/A;#N/A N/A;21,89291402;873,782;22,06165923;#N/A N/A;2539;#N/A N/A;-35,11928605;;
MSEX UW Equity;Middlesex Water Co;Water Utilities;Utilities;United States;1725500285;2055,469285;#N/A N/A;143,141;#N/A N/A;#N/A N/A;33,211;60,81;327,885;61,89121932;33,80150115;11,9780667;143,141;14,35975217;47,53623262;347;3,015592995;25,52937314;;
SPT UR Equity;Sprout Social Inc;Application Software;Information Technology;United States;3226921916;3073,625916;#N/A N/A;187,859;#N/A N/A;141,071;-28,089;-21,319;-153,296;#N/A N/A;#N/A N/A;17,0446647;187,859;16,36134503;#N/A N/A;887;#N/A N/A;-15,27848014;;
CAC UW Equity;Camden National Corp;Regional Banks;Financials;United States;736160296,3;#N/A N/A;#N/A N/A;198,219;187,171;#N/A N/A;#N/A N/A;#N/A N/A;46,295;#N/A N/A;#N/A N/A;3,764917222;198,219;#N/A N/A;10,85652144;623;8,171726131;36,87216503;;
EVI UA Equity;EVI Industries Inc;Trading Companies & Distributors;Industrials;United States;209970742,5;226,2547425;8,922414239;242,005;#N/A N/A;59,84;3,246;9,951;13,514;34,0080043;17,73573274;0,833543545;251,405;0,899961188;51,61524258;526;9,536266464;3,464391232;;
MGPI UW Equity;MGP Ingredients Inc;Distillers & Vintners;Consumer Staples;United States;1672888748;1894,096118;94,33458331;626,72;#N/A N/A;198,965;126,363;147,809;221,693;14,96920455;12,81448436;2,53821157;626,72;3,022236594;19,76760186;672;18,28437276;14,56902604;;
ALLE UN Equity;Allegion plc;Building Products;Industrials;Ireland;9895044070;11034,94407;529,3008779;2867,4;#N/A N/A;1204,9;530,2;658,7;1136,6;20,68921025;16,75260979;3,515918837;2867,4;3,848414616;20,93004448;11000;43,47568602;16,84452814;;
NATR UR Equity;Nature's Sunshine Products Inc;Personal Products;Consumer Staples;United States;331898208,9;271,9052089;29,09031224;444,084;#N/A N/A;328,617;34,67;51,932;-63,195;7,65855522;5,235793131;0,763070792;444,084;0,612283282;11,16831832;850;18,40185211;6,497194225;;
JRVR UW Equity;James River Group Holdings Ltd;Property & Casualty Insurance;Financials;Bermuda;798772537,6;987,8045376;#N/A N/A;772,88;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;189,032;#N/A N/A;#N/A N/A;0,960694359;772,88;1,278082675;#N/A N/A;638;#N/A N/A;-22,35780458;;
HLTH UW Equity;Cue Health Inc;Health Care Equipment;Health Care;United States;1210418685;824,2606855;#N/A N/A;22,953;#N/A N/A;8,002;-45,126;-37,292;-101,769;#N/A N/A;#N/A N/A;5,878582084;22,953;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-206,2998301;;
BC UN Equity;Brunswick Corp/DE;Leisure Products;Consumer Discretionary;United States;6622722855;8185,122855;646,5819935;5846,2;#N/A N/A;1666;812,9;1033;1562,4;10,0230509;7,923642648;1,151534582;5846,2;1,400075751;10,39559006;18582;25,84426435;10,14847251;;
FOR UN Equity;Forestar Group Inc;Real Estate Development;Real Estate;United States;845481571,4;1388,881571;110,2;1325,8;#N/A N/A;229,2;163,5;166,2;558,2;7,379817064;7,275440395;0,588752849;1426,3;0,973765387;5,975706212;#N/A N/A;13,19661625;8,311962589;;
ELAN UN Equity;Elanco Animal Health Inc;Pharmaceuticals;Health Care;United States;12108848984;17950,84898;#N/A N/A;4765;#N/A N/A;2631;-326;433;5842;#N/A N/A;41,45692606;2,616285131;4765;3,767229587;24,20654755;9000;#N/A N/A;-9,905561385;;
NR UN Equity;Newpark Resources Inc;Oil & Gas Equipment & Services;Energy;United States;396656581,7;516,2175817;#N/A N/A;614,781;#N/A N/A;85,229;-8,825;43,6;119,561;#N/A N/A;11,83985279;0,639213822;614,781;0,839677189;#N/A N/A;1565;#N/A N/A;-4,15204764;;
NRIM UW Equity;Northrim BanCorp Inc;Regional Banks;Financials;United States;265899353,8;#N/A N/A;#N/A N/A;136,869;133,09;#N/A N/A;#N/A N/A;#N/A N/A;-610,044;#N/A N/A;#N/A N/A;2,021358216;136,869;#N/A N/A;7,458333333;451;11,66711527;28,18919528;;
SNV UN Equity;Synovus Financial Corp;Regional Banks;Financials;United States;7069534313;#N/A N/A;#N/A N/A;2103,409;1983,013;#N/A N/A;#N/A N/A;#N/A N/A;-1541,491;#N/A N/A;#N/A N/A;3,397057;2103,409;#N/A N/A;9,837128415;4887;11,64004154;38,34906781;;
NSSC UW Equity;Napco Security Technologies Inc;Electronic Equipment & Instruments;Information Technology;United States;718105829,8;677,9598298;#N/A N/A;114,035;#N/A N/A;50,151;17,335;19,319;-28,943;40,58140663;36,71792839;6,440461032;128,116;5,291765508;49,31637969;1102;19,42392989;13,06704082;;
IMVT UW Equity;Immunovant Inc;Biotechnology;Health Care;United States;591290293,2;67,04629316;#N/A N/A;0;#N/A N/A;0;-108,117;-106,952;-396,729;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;68;#N/A N/A;#N/A N/A;;
FBRX UR Equity;Forte Biosciences Inc;Biotechnology;Health Care;United States;19476015,24;-26,18898476;#N/A N/A;0;#N/A N/A;#N/A N/A;-46,282;-46,228;-58,765;#N/A N/A;#N/A N/A;#N/A N/A;0;#N/A N/A;#N/A N/A;9;#N/A N/A;#N/A N/A;;
REPX UA Equity;Riley Exploration Permian Inc;Oil & Gas Exploration & Production;Energy;United States;514608836;571,291836;#N/A N/A;151,036;#N/A N/A;116,385;59,876;85,891;43,247;6,600561928;5,035892916;2,54196531;185,272;3,083530355;26,36757502;54;-11,6370607;-43,47705183;;
OFG UN Equity;OFG Bancorp;Regional Banks;Financials;Puerto Rico;1345089144;#N/A N/A;#N/A N/A;582,409;540,58;#N/A N/A;#N/A N/A;#N/A N/A;-1928,581;#N/A N/A;#N/A N/A;2,40331921;582,409;#N/A N/A;9,710374143;2275;11,52669392;27,03596137;;
OFIX UW Equity;Orthofix Medical Inc;Health Care Equipment;Health Care;United States;635890020,5;573,8000205;#N/A N/A;464,479;#N/A N/A;349,565;-8,315;23,518;-62,09;#N/A N/A;24,39833406;1,358954646;464,479;1,235362676;78,78218135;1087;#N/A N/A;-8,262806284;;
GMRE UN Equity;Global Medical REIT Inc;Health Care REITs;Real Estate;United States;1031931301;1634,932301;#N/A N/A;115,936;#N/A N/A;#N/A N/A;36,969;84,443;510,584;44,22441237;19,36137159;8,219664292;115,937;14,1020244;89,17622043;26;-6,502611661;15,19976539;;
SNEX UW Equity;StoneX Group Inc;Investment Banking & Brokerage;Financials;United States;1453558630;2542,75863;#N/A N/A;1673,1;1623,5;#N/A N/A;200,3;262,3;2132,4;14,13428922;8,339647852;0,796753941;1743,5;1,458421927;10,59831248;3200;15,80599144;6,95116849;;
ODC UN Equity;Oil-Dri Corp of America;Household Products;Consumer Staples;United States;200688554,4;217,0915544;11,70602513;304,981;#N/A N/A;65,241;13,036;27,213;-5,655;36,31508102;9,95513158;0,594777753;324,054;0,669924008;34,79691524;847;-2,013044528;3,64383355;;
